commit_uid,variant,trial,label,label_int,confidence,rationale
scrapy#bf5f54fa339b44fec3451c88a78e4620f56c3bc8,v2_rubric_json,0,no,0,0.98,"Small defensive change to optional type conversion; no visible duplication, complexity increase, or weakened safeguards in the diff."
scrapy#b6ef1f19fd768243407206a882d689764624b42c,v2_rubric_json,0,yes,1,0.93,"Introduces a temporary refactoring test class with explicit 'when we're done' comment and conditional skips, adding short-term workaround complexity."
scrapy#c76190d491fca9f35b6758bdc06c34d77f5d9be9,v2_rubric_json,0,yes,1,0.86,"Introduces a binary flag with deprecation warning and a TODO-skipped test class, adding temporary compatibility complexity and explicit future removal debt."
scrapy#fed7c8b4fca3bb2722eebca97b298b0316ebfbc2,v2_rubric_json,0,no,0,0.98,"Refactors iterable checks to shared helper; reduces duplication and complexity. No visible shortcuts, weakened safeguards, or dead code."
scrapy#240ecbf32378a8be9d87c98bec348301fdd05dc4,v2_rubric_json,0,no,0,0.86,"Adds tests only; no visible shortcuts, duplication, weakened safeguards, or temporary workaround introduced in the diff."
scrapy#8bd5b60889bef67cb32879562d3cc0e751431ed2,v2_rubric_json,0,no,0,0.98,"Only removes imports and comments out one test input; no clear new shortcut, complexity increase, duplication, or weakened safeguard is introduced."
scrapy#b746d85f4ca11f7f0149d06f7a4b58501ad3ee23,v2_rubric_json,0,no,0,0.93,"Visible changes simplify tests and modernize CSV handling; no clear duplication, weakened safeguards, or temporary workaround is introduced."
scrapy#2514973242e35831fd90493b3db17227c3c0195e,v2_rubric_json,0,no,0,0.97,"Diff is a small test-only cleanup and compatibility adjustment; no visible duplication, complexity increase, weakened safeguards, or temporary workaround."
scrapy#e938752973b4fc53e0fa0c0bc68a431613b987e4,v2_rubric_json,0,no,0,0.97,"Small binary-mode serialization change plus a matching test; no visible duplication, shortcut, weakened safeguard, or added complexity."
scrapy#35ada107297fc900e48824f9a94da478a5ae1c7a,v2_rubric_json,0,no,0,0.99,"Single-line removal of a version-specific test skip; no added complexity, duplication, coupling, or weakened safeguard visible."
scrapy#6d73e057b500f5063df63abd856ccd77cbafa1f8,v2_rubric_json,0,no,0,0.93,"Visible changes extract URL parsing into a helper and add tests; no clear shortcut, duplication, weakened safeguard, or temporary workaround is introduced."
scrapy#d0955fd08320f8402303bb4424e7dfab384068f4,v2_rubric_json,0,no,0,0.97,"Diff adds a test assertion and import only; no visible shortcut, duplication, weakened safeguard, or complexity increase."
scrapy#be239f339c4d4d43ff4f7bd5d3248bb4abd32834,v2_rubric_json,0,no,0,0.99,"Single import removal only; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#60052b3c68267eca6c0ed2a178378a2a777b3898,v2_rubric_json,0,no,0,0.98,"Single import removal only; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#7a51d370f3a59bcfe118f3ba079c5ea6eda5af75,v2_rubric_json,0,yes,1,0.97,"Adds a TODO noting tests do not pass and replaces explicit tests with skipped dynamic generation, introducing a temporary workaround."
scrapy#1a30a7774b7d530394fdd761f2a59403b778fe10,v2_rubric_json,0,no,0,0.97,"Refactors dynamic test generation into a straightforward parametrized test; no visible shortcut, duplication, weakened safeguard, or added complexity."
scrapy#5f09da60c1a360cf0bd55cfcc892e44a13d5c583,v2_rubric_json,0,yes,1,0.97,"Introduces dynamic test generation with helper factories and a TODO noting unsupported Windows paths, adding complexity and an explicit temporary workaround."
scrapy#c75f1fe46a8a2a3c471eeef2c023754ee5e6c2f1,v2_rubric_json,0,no,0,0.98,"Tests only update expected XML strings from unicode to bytes with UTF-8 encoding; no visible shortcut, duplication, or safeguard removal."
scrapy#935b1da8c2d1d801f4d7d9ce8f498c1d7a527644,v2_rubric_json,0,no,0,0.98,"Single warning-class change and import addition; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
scrapy#9fbe6f3e814578f90f206031ae99a344b842e400,v2_rubric_json,0,no,0,0.95,"Adds XML export test helper and reuses it in assertions; no visible shortcut, duplication, or weakened safeguard introduced."
scrapy#9704226ee4c933e1214e029d66005f1bee2fb766,v2_rubric_json,0,no,0,0.99,"Binary payload expectation fix in tests only; no visible shortcut, duplication, coupling, or weakened safeguard introduced."
scrapy#1be90323c27bfda7588d4437a1996c5e92eb452d,v2_rubric_json,0,no,0,0.98,"Visible change only adds a Python 3 skip guard; no clear shortcut, duplication, weakened safeguard, or complexity increase is introduced."
scrapy#0c44fac2b54e72202787fda9d221f62a234151d4,v2_rubric_json,0,no,0,0.93,"Adds test helpers and one new assertion path; no visible shortcuts, duplication, weakened safeguards, or production-code complexity in the diff."
scrapy#fb8ab2427bff636375b64fdc459562432c8ac420,v2_rubric_json,0,no,0,0.98,"Small local refactor only moves urlparse into the conditional; no visible complexity, duplication, weakened safeguards, or temporary workaround."
scrapy#23b3336c1feb3acb603a935f11e442557d6434f4,v2_rubric_json,0,no,0,0.98,"Adds a focused test for invalid options; no visible complexity, duplication, weakened safeguards, or temporary workaround in the diff."
scrapy#2dfdde3c79a5be468302a1e825cc5ad77444a8ac,v2_rubric_json,0,no,0,0.93,"Adds a small helper to handle non-string CSV values and corresponding test; no clear shortcut, duplication, weakened safeguard, or complexity increase visible."
scrapy#d0eacfe0f90263035f98beb8fe6b5a8f182d5a1d,v2_rubric_json,0,no,0,0.97,"Visible changes are minor test additions and a pragma comment; no clear shortcut, duplication, weakened safeguard, or complexity increase is introduced."
scrapy#7070dae48da02fa29aa1650af4df28561e343436,v2_rubric_json,0,no,0,0.98,"Adds a deprecation warning only; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
scrapy#9c2aa50ea20d2333eb131c6aae7b9842d646e32e,v2_rubric_json,0,no,0,0.97,"Adds deprecation warnings and preserves behavior; no visible shortcut, duplication, weakened safeguard, or complexity increase."
scrapy#1cffa99e0d524ad6a3f989893de1693042e92f92,v2_rubric_json,0,no,0,0.98,"Test-only data update adds a new allowed domain and corresponding cases; no visible shortcut, duplication, or weakened safeguard."
scrapy#7608da8868baba981fa1d84f7691caaf1e0bd5d8,v2_rubric_json,0,no,0,0.98,"Small local refactor only: computes enabled names before logging. No added complexity, duplication, coupling, or weakened safeguards visible."
scrapy#6ee8d8650a5d9041d6eeddddabcd16c0e0e8d9c9,v2_rubric_json,0,no,0,0.98,"Adds a configuration guard and raises NotConfigured when disabled; no visible shortcut, duplication, or complexity increase in the diff."
scrapy#0349bbf9d3691ad89a5e265db4220fb3e64324ff,v2_rubric_json,0,no,0,0.98,"Adds explicit configuration validation and a clearer failure path; no visible duplication, shortcut, or weakened safeguard in the diff."
scrapy#29695375d16ae20e3a97dc78bc12662996a9319b,v2_rubric_json,0,no,0,0.98,"Adds a test for NotConfigured behavior; no visible duplication, shortcut, weakened safeguard, or complexity increase in the diff."
scrapy#c22a4e3bb84448f778613717c3749f226df7880f,v2_rubric_json,0,no,0,0.98,"Refactors enabled-list construction without adding complexity, duplication, weakened safeguards, or temporary code."
scrapy#4bcbb77bcc7d7668340baa064db15f29617cf0cb,v2_rubric_json,0,no,0,0.97,"Mostly mechanical replacement of body_as_unicode with new text property plus tests; no clear shortcut, duplication, or weakened safeguard is directly introduced."
scrapy#dc8701ea429d4ded2f66d6b7c8fbce0bbcd0041a,v2_rubric_json,0,no,0,0.98,"Adds a focused test case only; no visible shortcut, duplication, weakened safeguard, or complexity increase in the diff."
scrapy#b2beb3e85d2e82977d259eea71402809d00d197e,v2_rubric_json,0,no,0,0.97,"Visible change adds a defensive async wrapper and explanatory comment; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#f1d971a5c0cdfe0f4fe5619146cd6818324fc98e,v2_rubric_json,0,no,0,0.97,"The diff adds a type check and preserves non-string values; no clear shortcut, duplication, weakened safeguard, or added complexity is visible."
scrapy#c55ff110a34d39be27bbd3d03fbf52caa271b4c9,v2_rubric_json,0,no,0,0.97,"Visible change simplifies type fallback from repr to str and adds a test; no clear shortcut, duplication, or weakened safeguard is shown."
scrapy#27758f60ada4791c044bfe8bc86d267aa930c744,v2_rubric_json,0,no,0,0.98,"Single-line simplification removes a conversion fallback; no visible complexity, duplication, weakened safeguard, or temporary workaround introduced."
scrapy#3e080c3c52720535519ba1be7dee472258b19647,v2_rubric_json,0,no,0,0.98,"Refactor only: moved logic from body_as_unicode to text property, removing duplication without adding complexity, shortcuts, or weakened safeguards."
scrapy#90e3ae1c580875e4e68c9d7238d0fb4642306bf9,v2_rubric_json,0,no,0,0.97,"The diff removes workaround code and simplifies deferred handling; no clear new shortcut, duplication, or weakened safeguard is directly introduced."
scrapy#cae268402d13a6d419c56024b3051b1cad3d82e1,v2_rubric_json,0,no,0,0.97,"Mostly moves guess_scheme between modules and updates imports; no visible complexity increase, duplication, weakened safeguards, or temporary workaround."
scrapy#481e251775a089a8e82c480a83181146d1bb6847,v2_rubric_json,0,no,0,0.97,"Mostly test relocation and import adjustment; no clear shortcut, duplication, weakened safeguard, or added complexity is directly introduced."
scrapy#e9f6b98816c220129fb02e6c09f488ecc8d686bd,v2_rubric_json,0,no,0,0.98,"Only a docstring was shortened; no added complexity, duplication, weakened safeguards, or other visible technical debt."
scrapy#cf2ebb0687b9198f017cab836806bae5a5f3009c,v2_rubric_json,0,no,0,0.93,"Diff adds shared test helper and new tests; no visible shortcuts, duplication, weakened safeguards, or complexity increase in production code."
scrapy#78f00401cd284fd7bdcbb525ee94ea0bbedaa7cd,v2_rubric_json,0,no,0,0.99,"Single import removal; no added complexity, duplication, coupling, or weakened safeguards visible."
scrapy#a1ebff83d39e65cf4ed34281a1e81ea6cd108fe0,v2_rubric_json,0,no,0,0.98,"Refactors string representation into recursive dict helpers; no visible shortcut, duplication, weakened safeguard, or added complexity in the diff."
scrapy#aa78758bc744b3264c330cc18e58a8b15315517d,v2_rubric_json,0,no,0,0.98,"Adds a test for copy_to_dict and removes an existing repr test; no visible shortcut, duplication, or weakened safeguard in the diff."
scrapy#d843a0aae862a84b54f18f9d43ae957c182197b6,v2_rubric_json,0,no,0,0.97,"Adds JSON serialization for settings objects and updates a test assertion; no visible shortcut, duplication, or weakened safeguard."
scrapy#f9dc02e23ae35e5ba9dce74dcc2571d02e90eb22,v2_rubric_json,0,no,0,0.98,"Single-line iteration fix to avoid mutating during dict traversal; no added complexity, duplication, or weakened safeguards visible."
scrapy#bb2cf7c0d7199fffe0aa100e5c8a51c6b4b82fc2,v2_rubric_json,0,no,0,0.93,"Adds explicit handling for non-string XML values and a corresponding test; no visible shortcut, duplication, or weakened safeguard in the diff."
scrapy#268e912273dcb7bacc5a7102d5a3f90a868f035f,v2_rubric_json,0,no,0,0.98,"Adds a small pretty-print helper only; no visible duplication, weakened safeguards, magic values, or added complexity."
scrapy#65fb67f2dbdb36763832b7b332bdbff0fd2bd9db,v2_rubric_json,0,no,0,0.99,"Single mechanical change adds list() around iteration; no visible complexity, duplication, weakened safeguards, or temporary workaround."
scrapy#c6591b5c9f46271731ee711a23da952037a15388,v2_rubric_json,0,no,0,0.98,"Refactors one boolean expression into early returns; no visible duplication, shortcut, weakened safeguard, or added complexity."
scrapy#061c63592a3678e059fdeb964e6878663698237b,v2_rubric_json,0,no,0,0.93,"Adds UTF-8 charset support and tests; no clear duplication, weakened safeguards, or temporary workaround visible in the diff."
scrapy#25c56159b86288311630cc0cf6db9d755aeeff1e,v2_rubric_json,0,no,0,0.97,"Small bug fix switching robots parsing to text and adding a test; no visible shortcut, duplication, or weakened safeguard."
scrapy#1cb841bfb3c51ed0f6d5408b79af2086c771da86,v2_rubric_json,0,no,0,0.97,"Small compatibility change replacing a default argument with runtime selection; no visible duplication, complexity increase, or weakened safeguards."
scrapy#1f743996ff00a7b728d59b93d0967e1eb50072f0,v2_rubric_json,0,no,0,0.96,"Adds Python 3 property aliases and matching tests; no visible shortcut, duplication, or weakened safeguard in the diff."
scrapy#164493df2e9f63fd7895ca50677c9f805c89201f,v2_rubric_json,0,no,0,0.98,"Adds a deprecation wrapper and corresponding test; no visible shortcut, duplication, weakened safeguard, or complexity increase in the diff."
scrapy#eaf3a239e48a503e4e5e4e81d3daf4a0f1f97efe,v2_rubric_json,0,yes,1,0.86,"Adds debug print in production path and TODO comments for unfinished anon/header handling, indicating introduced temporary shortcuts."
scrapy#467553cc2922d1d844fa136a036716eef3158eb9,v2_rubric_json,0,no,0,0.95,"Visible changes simplify anon handling and add an assertion; no clear duplication, shortcut, weakened safeguard, or added complexity."
scrapy#1b1092b7d073320531986b35461ca5633dc2829a,v2_rubric_json,0,no,0,0.93,"Refactors header conversion into a helper and removes debug/TODO code; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#7748ee6bba8eacb889ce68cd6ced273255b8b9a9,v2_rubric_json,0,no,0,0.91,"Changes are test/support refactors and a small conditional fix; no clear shortcut, duplication, dead code, or weakened safeguard is introduced."
scrapy#d6bea3bf2eb4793555366a3341fe41456704b860,v2_rubric_json,0,no,0,0.97,"The diff adds a version-dependent skip and tightens an assertion; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#bcb92b50dc1d1106ee418d6d7a701d87cde4010c,v2_rubric_json,0,no,0,0.98,"Adds explicit keyword validation and a corresponding test; no visible shortcut, duplication, or weakened safeguard."
scrapy#19b2910ad145cb4b86ed621e7045f0afdf810d7f,v2_rubric_json,0,no,0,0.93,"Refactors shared skip logic into a helper and removes duplicated base test setup; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#5d2f067458ce8a3e39d717afae2034dace5db54c,v2_rubric_json,0,no,0,0.98,"Minor test refactor only: splits one expression into two lines and adds cleanup. No visible shortcut, duplication, or weakened safeguard."
scrapy#3ada45a9bb6adcfe5546a515a0574e7efe94c720,v2_rubric_json,0,no,0,0.86,"Visible changes add botocore/boto branching and helper extraction, but no clear shortcut, duplication, weakened safeguard, or concrete quality issue is directly introduced."
scrapy#d1470e85a2987ad53c3b3a89d801a846a053e133,v2_rubric_json,0,no,0,0.98,"Small test update only; no visible complexity increase, duplication, weakened safeguards, or temporary workaround introduced."
scrapy#32cd8c91654a8442495cc00aebf5322d1fbc644b,v2_rubric_json,0,no,0,0.86,"Visible changes add a shared S3 helper and a new test; no clear shortcut, duplication, weakened safeguard, or hard-coded workaround is introduced."
scrapy#cfc567f48e934dc5b148c681c11a73f974e0d37c,v2_rubric_json,0,no,0,0.86,"Visible change adds botocore support with branching, but no clear shortcut, duplication, dead code, or removed safeguard is directly shown."
scrapy#3cb7a567ea0f0623fb77bd19b652d89625189f67,v2_rubric_json,0,no,0,0.98,"Single assertion expectation change only; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#77ebb136840acaa700b6c0ada5e028217a503cfe,v2_rubric_json,0,no,0,0.99,"Mechanical test assertion formatting change only; no added complexity, duplication, coupling, or weakened safeguards visible."
scrapy#d1ecb8cd38bd8922780731682b696adc97974240,v2_rubric_json,0,no,0,0.98,"Test assertion style changed only; no visible complexity, duplication, weakened safeguard, or temporary workaround introduced."
scrapy#49313a6988bb9161f9036098c454a180d48ca4b4,v2_rubric_json,0,no,0,0.99,"Single import addition only; no visible complexity, duplication, weakened safeguards, or temporary workaround."
scrapy#cabed6f183cfb2ab778c57be8c75802fec5e54d4,v2_rubric_json,0,no,0,0.97,"Visible change adds encoding handling and tests; no clear shortcut, duplication, weakened safeguard, or other debt evidence in the diff."
scrapy#06da7af9e293d00087799ac819f9ac4caa4901e7,v2_rubric_json,0,no,0,0.96,"Refactors repeated test setup into a helper/context manager, reducing duplication and complexity; no visible shortcut, safeguard removal, or dead code."
scrapy#f766dd0ba8afce0ec9890106fe0fd477aaf04d29,v2_rubric_json,0,no,0,0.93,"Adds explicit traceback-preserving exception handling and a test; no visible shortcut, duplication, or weakened safeguard introduced."
scrapy#617631f2646d349c4bdc288b3d7b41ad483f5ec6,v2_rubric_json,0,no,0,0.97,"Renames a header-conversion helper and updates its call site; no visible shortcut, duplication, weakened safeguard, or added complexity."
scrapy#d61fbcc8b5fee1c2407d42fb72bd72bb18d40e25,v2_rubric_json,0,no,0,0.93,"Visible changes add header mapping support and corresponding tests; no clear shortcut, duplication, weakened safeguard, or explicit temporary workaround is shown."
scrapy#104027d78d10592a395ffeb8f34ac9fc0ae1702f,v2_rubric_json,0,no,0,0.99,"Pure quote-style formatting change; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#30a27effa9b20eb5cf410e00840a56286a2e8d92,v2_rubric_json,0,no,0,0.86,"Visible refactor adds version-specific factories and removes a hardcoded default; no clear shortcut, duplication, or weakened safeguard is directly introduced."
scrapy#45f972cb3f664705fefc932f34a1e88134819fb4,v2_rubric_json,0,no,0,0.98,"Visible change is a small compatibility/interface annotation update; no added complexity, duplication, weakened safeguards, or temporary workaround is shown."
scrapy#406b9a06fe67db09b53041724a126d59f11cb519,v2_rubric_json,0,no,0,0.98,"The diff removes two classes and adds one import; no visible shortcut, duplication, weakened safeguard, or complexity increase is introduced."
scrapy#18a381816d1e2e4a08e8c8655fa38f9bb0af312f,v2_rubric_json,0,no,0,0.99,"Single-line exception handling fix removes an incorrect raise; no added complexity, duplication, or weakened safeguards visible."
scrapy#5f5374209f520edf80c5a414cc45033c3ed75a0f,v2_rubric_json,0,no,0,0.99,"Only docstring wording fixes; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#523e98dabe01842b9103fdb750237f5a6275963b,v2_rubric_json,0,no,0,0.99,"Single docstring grammar fix only; no added complexity, duplication, coupling, or weakened safeguards visible."
scrapy#57990fba7a12a83517456487979df6461a347328,v2_rubric_json,0,yes,1,0.93,"Introduces hard-coded default TLS method setting and fallback TypeError path for method-aware factories, adding brittle coupling and maintenance burden."
scrapy#49c757f208eb41e637171543b5b337f4a280387a,v2_rubric_json,0,no,0,0.93,"The diff removes version branching and a workaround, and only changes certificate file paths; no clear new shortcut, duplication, or weakened safeguard is visible."
scrapy#3f946b5278cb964ce1dab1b6e8a3a74e16d00fca,v2_rubric_json,0,no,0,0.98,"Single superclass reference fix; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
scrapy#6174192564250d715ffa69b492bc58a901fba07f,v2_rubric_json,0,yes,1,0.98,"Adds duplicated request-body branching and a hard-coded POST-only Content-Length workaround with explanatory comments, increasing local complexity and coupling."
scrapy#ac8f97c33bccc7647d80d9c3ccdf1eafc22636e3,v2_rubric_json,0,no,0,0.99,"Comment wording only; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#e9bd328936e1d0172fd89033f0b847c63045423a,v2_rubric_json,0,no,0,0.99,"Single-line exception-message change; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
scrapy#ad4c1169c49c0ac6becb070ef4fab1439a9eda6b,v2_rubric_json,0,no,0,0.99,"Single minor exception-argument change; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
scrapy#35fb630c4ec6c996a90cc4f50085275525ec9105,v2_rubric_json,0,no,0,0.98,"Mechanical string construction change only; no visible complexity increase, duplication, weakened safeguards, or temporary workaround."
scrapy#095495e99ce327d0fc6cf2064f8a6d871d2f7dd1,v2_rubric_json,0,no,0,0.97,"Visible change is a compatibility improvement with explanatory comments; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#c9890d5f7662dc2673696ceb80870c5318746495,v2_rubric_json,0,no,0,0.93,"Adds a warning for unsupported context factories and removes an unused import; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#164f300762297bb6069a25cfc1cbb819e1bff9ec,v2_rubric_json,0,no,0,0.97,"Visible changes are straightforward configuration wiring and a default ACL update; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#6137dd96d9b52e1a4e4e28dd64924f877a63329f,v2_rubric_json,0,no,0,0.98,"Pure setting rename/move with no added complexity, duplication, weakened safeguards, or temporary workaround visible in the diff."
scrapy#c29a1b98b3b49a961c67ac64fa303e0265dab2d1,v2_rubric_json,0,no,0,0.98,"Pure refactor of warning string into a variable; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#0336c2504af45a87d2aae4c1ed45039c0e0ea183,v2_rubric_json,0,no,0,0.98,"Pure message-string refactor; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#ecddc093a4b9cb6057f229df82c5c5693fca9612,v2_rubric_json,0,no,0,0.93,"Visible changes add timeout cleanup and split tests; no clear duplication, shortcut, dead code, or weakened safeguard is introduced."
scrapy#c9e781357da20d8dbb9302e3c983a5dbcd2afb84,v2_rubric_json,0,no,0,0.97,"Adds HTTPS-specific cleanup in one method; no visible shortcut, duplication, weakened safeguard, or complexity increase."
scrapy#1ce4c86c2b6677133d6bcafc9ed36ebbddfc2d2e,v2_rubric_json,0,no,0,0.98,"Refactor extracts existing spider-loading loop into a helper; no visible shortcut, duplication, weakened safeguard, or added complexity."
scrapy#94e28adfb7049be8ec0e9ce00bab1ab3a0b25301,v2_rubric_json,0,no,0,0.98,"Refactors CONNECT request निर्माण into a helper with doctests; no visible shortcut, duplication, weakened safeguard, or added complexity."
scrapy#17d3bec699b0b851c02fdad40ab6056ef96c5877,v2_rubric_json,0,no,0,0.98,"Adds Python version classifiers only; no visible complexity, duplication, weakened safeguards, or temporary workaround."
scrapy#2a6524ee3a21283db01dae8bf3a11832eca79614,v2_rubric_json,0,no,0,0.97,"Visible changes are dependency injection/configuration for the priority queue, with no clear duplication, shortcut, weakened safeguard, or added complexity."
scrapy#0e288d4a711f061a01a951d2e1d9892f737211e0,v2_rubric_json,0,no,0,0.99,"Single constant list update adding an extension and reformatting; no visible complexity, duplication, weakened safeguards, or temporary workaround."
scrapy#65c7c05060fd2d1fc161d4904243d5e0b31e202b,v2_rubric_json,0,no,0,0.97,"Small behavior change with added fallback and tests; no clear complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#5045a4f1681b8c4a152210a9245e59af30744422,v2_rubric_json,0,no,0,0.98,"Single-line null-safe change; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#fc8cd45a48fb21d33e7f6edaec2aa8275c6ea942,v2_rubric_json,0,no,0,0.98,"Small correctness fix: computes checksum before persisting and rewinds buffer. No visible complexity, duplication, or weakened safeguards."
scrapy#a583e4d531306b7628b42f8a32c7db892ad86cf1,v2_rubric_json,0,no,0,0.98,"Single-line fix changes timestamp source; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#1075587dbd15e5ccb9a83c4ca14086c1e135fe12,v2_rubric_json,0,no,0,0.99,"Mechanical tuple-slicing change only; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#3787fec460f134a91228d01a8fc0277354e4ee0c,v2_rubric_json,0,no,0,0.96,"Refactors tag stripping to library helpers and updates dependency version; no visible shortcuts, duplication, or weakened safeguards."
scrapy#e8ca4675720b2393fdbd2305c03d94c58752c55a,v2_rubric_json,0,no,0,0.97,"Visible changes rename and invert a predicate, add a deprecated wrapper, and update tests; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#e9d48f8a8ed79be0f7ee16caa24dea3b8ae9e54d,v2_rubric_json,0,no,0,0.98,"Adds straightforward tests for custom settings; no visible shortcuts, duplication beyond test repetition, or weakened safeguards in the diff."
scrapy#c7fc17866feb6c858673eefc690f5b10048a8b9c,v2_rubric_json,0,no,0,0.93,"Moves defaults from pipeline classes into settings constants and removes hard-coded fallbacks; no clear shortcut, duplication, or weakened safeguard is visible."
scrapy#8228a0c49113a7cd4ab1099fae746268183655fa,v2_rubric_json,0,no,0,0.93,"Refactors class-level settings into instance attributes and updates tests; no clear duplication, shortcut, weakened safeguard, or added complexity is visible."
scrapy#537083524e2a9ccf545776b23b3248220dc9f16a,v2_rubric_json,0,no,0,0.95,"Refactors class-level settings into instance attributes and constructor wiring; no clear shortcut, duplication, or safeguard removal is visible."
scrapy#9250a5bffa91c24dbea5c5d64c3c7cd9992a6ee7,v2_rubric_json,0,no,0,0.93,"Visible changes add validation and tests; no explicit shortcut, duplication, dead code, or weakened safeguard is introduced in the diff."
scrapy#103f6eaa88f2fe618b58525ac04278bf5e4bb831,v2_rubric_json,0,no,0,0.99,"Single-line robustness improvement; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
scrapy#1656fbcffa28f3b69862109631741a9c0118ac80,v2_rubric_json,0,no,0,0.98,"Test expectation updates and explanatory comments only; no visible shortcut, duplication, weakened safeguard, or added complexity."
scrapy#7b5243a2636f520b0d00d90e47256960fe8f1805,v2_rubric_json,0,no,0,0.97,"Visible change is a test expectation update with added encoding examples; no clear shortcut, duplication, weakened safeguard, or complexity increase."
scrapy#86e4442d177ea781f53f0f105c5ad814560a0bc4,v2_rubric_json,0,no,0,0.93,"Adds proxy-specific keying and clearer error text; no visible duplication, weakening, dead code, or temporary workaround in the diff."
scrapy#d42a98d3b590515bae30fb698e7aba2d7511608e,v2_rubric_json,0,no,0,0.86,"Visible changes are feature/test updates and encoding handling adjustments; no clear shortcut, duplication, dead code, or weakened safeguard is directly introduced."
scrapy#a087d2593a36dcacfeb9353d9ca1e6737478ddd9,v2_rubric_json,0,yes,1,0.98,"Introduces a new subclass with an empty callback (`pass`), explicitly weakening verification behavior and adding a temporary-looking workaround."
scrapy#25ee023561a59401ec932d2afae8ee62e7b5e7d5,v2_rubric_json,0,no,0,0.86,"Visible changes add a fallback TLS helper and logging; no clear duplication, weakened safeguard, or explicit temporary workaround is introduced."
scrapy#d6760dbaac0f1de1938abec7207ba9b52f12c8cd,v2_rubric_json,0,no,0,0.97,"Visible change replaces direct TLS context use with SNI-specific options; no clear shortcut, duplication, or weakened safeguard is shown."
scrapy#dcea11a70c52e3fb03e185cda7065267c2e4b869,v2_rubric_json,0,no,0,0.96,"Adds a compatibility fallback for older Twisted via explicit exception handling; no clear shortcut, duplication, or weakened safeguard is introduced."
scrapy#cd979ace40f26e8d921aaa4cf2d603b434fa2064,v2_rubric_json,0,no,0,0.93,"Adds configurable SSL test fixtures and a new test case; no visible shortcut, duplication, or weakened safeguard in the diff."
scrapy#68dedf54cb27847f6d035099b61aa06226549fad,v2_rubric_json,0,no,0,0.86,"Adds encoding support and tests; no clear duplication, weakened safeguards, magic numbers, or temporary workaround visible in diff."
scrapy#19a4a0adf953d2a3d428411b6b0306997276238c,v2_rubric_json,0,no,0,0.99,"Formatting-only change to JSON output; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#25401fd322b6c8f74d618e998fa675ea5eb494b8,v2_rubric_json,0,no,0,0.97,"The diff is a control-flow reordering and exception narrowing; no clear duplication, complexity increase, weakened safeguards, or temporary workaround is visible."
scrapy#efbe75ea5ef862e44ccee6b9410a8317f9fad329,v2_rubric_json,0,no,0,0.98,"Pure compatibility condition change; no added complexity, duplication, weakened safeguards, or temporary workaround visible."
scrapy#0e11b3e6f021b96dd97f84b465583a32a8663420,v2_rubric_json,0,no,0,0.97,"Adds a test only; no visible shortcut, duplication, weakened safeguard, or complexity increase in production code."
scrapy#c8bff2375161c4934212b6cedbfb866c5d909fc8,v2_rubric_json,0,no,0,0.99,"Single dependency version bump only; no visible complexity, duplication, weakened safeguards, or temporary workaround in the diff."
scrapy#334ee40e3de7f93b9e178ecc4310224d0f4fe022,v2_rubric_json,0,no,0,0.98,"Small exception-list extension only; no visible complexity, duplication, weakened safeguards, or temporary workaround introduced."
scrapy#137197b98b1d3e94a1be88db48abbf537d90f6e4,v2_rubric_json,0,no,0,0.98,"Only a logging message was reformatted and made more explicit; no visible complexity, duplication, weakened safeguards, or temporary workaround."
scrapy#4cef1a1d0060148716ffec4ad6ce9bf709ad1ea2,v2_rubric_json,0,no,0,0.93,"Adds default constants and fallback settings, reducing reliance on external config; no visible duplication, weakening safeguards, or temporary workaround."
scrapy#6c67db3917dd07761b113f3e3b37ebf5a9558f00,v2_rubric_json,0,no,0,0.97,"Adds two straightforward tests; no visible shortcuts, duplication, weakened safeguards, or complexity increase in the diff."
