commit_uid,repo_id,commit_hash,commit_url,label_satd,label_llm,rationale_llm,label_human,rationale_human,lines_added,lines_deleted,files_changed,hunks,reviewer,timestamp
keras#35b2aa910391b253f062e9bef766fd7be3304668,keras,35b2aa910391b253f062e9bef766fd7be3304668,https://github.com/keras-team/keras/commit/35b2aa910391b253f062e9bef766fd7be3304668,1,yes,"The TODO comment in `compute_output_shape` indicates future changes needed, suggesting self-admitted TD.",yes,"TODO in comment, SATD",31,0,2,7,prof_it,2026-04-28T18:33:49.484Z
keras#3db16c668cbe2200d1764ede7420857c8bb7669d,keras,3db16c668cbe2200d1764ede7420857c8bb7669d,https://github.com/keras-team/keras/commit/3db16c668cbe2200d1764ede7420857c8bb7669d,1,yes,Increased local complexity with new conditional logic and error handling in variable initialization.,yes,NOTE indicates future other cases need to be solved,165,73,11,30,prof_it,2026-04-28T18:33:49.484Z
requests#802bcc9ba3f21f65d5eab48588b930222845ce23,requests,802bcc9ba3f21f65d5eab48588b930222845ce23,https://github.com/psf/requests/commit/802bcc9ba3f21f65d5eab48588b930222845ce23,0,yes,Local complexity increase due to added conditional logic and parameter handling in multiple functions.,yes,commented codes committed,36,16,4,16,prof_it,2026-04-28T18:33:49.484Z
keras#ff0db1c03fa1308603896a72da8f7b22f2a2d7ac,keras,ff0db1c03fa1308603896a72da8f7b22f2a2d7ac,https://github.com/keras-team/keras/commit/ff0db1c03fa1308603896a72da8f7b22f2a2d7ac,1,yes,"Removed tests, commented-out code, and unused imports increase technical debt.",yes,"TODO in comment, SATD",2073,4312,53,110,prof_it,2026-04-28T18:33:49.484Z
requests#3a6d9b09dbb6cf7c279fd5f6ef9a51ebeeb905de,requests,3a6d9b09dbb6cf7c279fd5f6ef9a51ebeeb905de,https://github.com/psf/requests/commit/3a6d9b09dbb6cf7c279fd5f6ef9a51ebeeb905de,1,yes,"Hard-coded port change with a TODO comment indicates a temporary, suboptimal solution.",yes,"TODO in comment, SATD",6,6,1,7,prof_it,2026-04-28T18:33:49.484Z
scrapy#c07937c4df23567adde10ca39b12d85c53847ca6,scrapy,c07937c4df23567adde10ca39b12d85c53847ca6,https://github.com/scrapy/scrapy/commit/c07937c4df23567adde10ca39b12d85c53847ca6,1,yes,Self-admitted technical debt with FIXME comment about potential failure.,yes,"FIXME in comment, SATD",2,1,1,2,prof_it,2026-04-28T18:33:49.484Z
requests#9576518d69b819b25cd036397d2624daa6ae088c,requests,9576518d69b819b25cd036397d2624daa6ae088c,https://github.com/psf/requests/commit/9576518d69b819b25cd036397d2624daa6ae088c,1,yes,"Removed dependency on 'oauthlib' for Python 2, potentially breaking OAuth functionality.",yes,"TODO in comment, SATD",2851,5,13,14,prof_it,2026-04-28T18:33:49.484Z
keras#4a978914d2298db2c79baa4012af5ceff4a4e203,keras,4a978914d2298db2c79baa4012af5ceff4a4e203,https://github.com/keras-team/keras/commit/4a978914d2298db2c79baa4012af5ceff4a4e203,0,no,"No visible technical debt in the diff. Changes include refactoring, renaming, and adding new tests without any visible shortcuts or issues.",no,no indication,707,582,30,117,prof_it,2026-04-28T18:33:49.484Z
keras#0b393d4049afd187ed7d24ea70177a72cf4a3ce2,keras,0b393d4049afd187ed7d24ea70177a72cf4a3ce2,https://github.com/keras-team/keras/commit/0b393d4049afd187ed7d24ea70177a72cf4a3ce2,0,yes,"Added multiple responsibilities in `save_model` and `load_model` for handling different formats and zip options, increasing complexity.",yes,We should decide ... in comment. SATD,135,54,1,35,prof_it,2026-04-28T18:33:49.484Z
scrapy#d75b61b96aad172e21c7d3aeba6f48419a63c72d,scrapy,d75b61b96aad172e21c7d3aeba6f48419a63c72d,https://github.com/scrapy/scrapy/commit/d75b61b96aad172e21c7d3aeba6f48419a63c72d,0,no,The diff adds a test case without introducing any technical debt.,no,no indication,6,0,1,1,prof_it,2026-04-28T18:33:49.484Z
keras#05812f0e2d1fe8f190a2ad1e843e975c660354ae,keras,05812f0e2d1fe8f190a2ad1e843e975c660354ae,https://github.com/keras-team/keras/commit/05812f0e2d1fe8f190a2ad1e843e975c660354ae,1,yes,"Removed multiple optimizer files, weakening safeguards by reducing available optimization strategies.",no,no indication,320,1055,11,11,prof_it,2026-04-28T18:33:49.484Z
keras#d85036c431ca124bb3161be4a9123b83a5744c21,keras,d85036c431ca124bb3161be4a9123b83a5744c21,https://github.com/keras-team/keras/commit/d85036c431ca124bb3161be4a9123b83a5744c21,0,yes,"Removed interactive weights summary feature for IPython notebooks, reducing functionality.",no,no indication,4,6,3,6,prof_it,2026-04-28T18:33:49.484Z
scrapy#314bbabb30dc70298e59c2979ec0a9311ece5baa,scrapy,314bbabb30dc70298e59c2979ec0a9311ece5baa,https://github.com/scrapy/scrapy/commit/314bbabb30dc70298e59c2979ec0a9311ece5baa,0,yes,"Removed 'domain' attribute and handling, potentially weakening request routing or spider selection logic.",yes,no indication,1,6,2,3,prof_it,2026-04-28T18:33:49.484Z
requests#f40bd0f7074ccda6be66c77f39442770d7669af0,requests,f40bd0f7074ccda6be66c77f39442770d7669af0,https://github.com/psf/requests/commit/f40bd0f7074ccda6be66c77f39442770d7669af0,0,no,"Changes are documentation updates to reference links, no technical debt introduced.",no,no indication,6,6,3,3,prof_it,2026-04-28T18:33:49.484Z
scrapy#f2c2609e42408a7c47a1bf44d8993f21da606213,scrapy,f2c2609e42408a7c47a1bf44d8993f21da606213,https://github.com/scrapy/scrapy/commit/f2c2609e42408a7c47a1bf44d8993f21da606213,1,no,The changes add a specific handling for character encoding and update a test accordingly. No technical debt issues are directly visible.,no,no indication,8,0,2,2,prof_it,2026-04-28T18:33:49.484Z
fastapi#b85b2e39425c9d37d614ce89c056ed77bad7af6d,fastapi,b85b2e39425c9d37d614ce89c056ed77bad7af6d,https://github.com/fastapi/fastapi/commit/b85b2e39425c9d37d614ce89c056ed77bad7af6d,1,no,"The diff shows a new function and modifications to improve encoder handling, without introducing visible technical debt.",no,no indication,103,8,2,6,prof_it,2026-04-28T18:33:49.484Z
keras#292b0d50e6fac01067998b8783d632c23ab33c7a,keras,292b0d50e6fac01067998b8783d632c23ab33c7a,https://github.com/keras-team/keras/commit/292b0d50e6fac01067998b8783d632c23ab33c7a,1,yes,"Added TODO comments indicate incomplete features, increasing future maintenance.",yes,"TODO in comment, SATD",213,86,5,26,prof_it,2026-04-28T18:33:49.484Z
keras#2481069ed4e43ce19c60e66fb5276450031aef56,keras,2481069ed4e43ce19c60e66fb5276450031aef56,https://github.com/keras-team/keras/commit/2481069ed4e43ce19c60e66fb5276450031aef56,1,no,No visible technical debt in the diff.,no,no indication,2089,14,104,239,prof_it,2026-04-28T18:33:49.484Z
keras#b6b19cc28c1184f71efc4b630a8749a6aabcfabd,keras,b6b19cc28c1184f71efc4b630a8749a6aabcfabd,https://github.com/keras-team/keras/commit/b6b19cc28c1184f71efc4b630a8749a6aabcfabd,1,no,The diff shows addition of new functionality without visible shortcuts or issues that increase technical debt.,no,no indication,1245,1,3,5,prof_it,2026-04-28T18:33:49.484Z
keras#81db804d3147a846b056db73fd02bc78cad8cde6,keras,81db804d3147a846b056db73fd02bc78cad8cde6,https://github.com/keras-team/keras/commit/81db804d3147a846b056db73fd02bc78cad8cde6,0,no,Changes are feature additions and minor refactoring without introducing technical debt.,no,no indication,50,3,2,3,prof_it,2026-04-28T18:33:49.484Z
keras#a127de7007fe49413bd9167e179f5df12b6c100e,keras,a127de7007fe49413bd9167e179f5df12b6c100e,https://github.com/keras-team/keras/commit/a127de7007fe49413bd9167e179f5df12b6c100e,1,no,The diff shows refactoring and improvements in error handling and warnings without introducing new technical debt.,no,no indication,94,61,1,12,prof_it,2026-04-28T18:33:49.484Z
fastapi#55035f440bf852f739e3ccd71b67034016ae9bba,fastapi,55035f440bf852f739e3ccd71b67034016ae9bba,https://github.com/fastapi/fastapi/commit/55035f440bf852f739e3ccd71b67034016ae9bba,1,no,No visible technical debt in the diff. Changes are additions of documentation and code that do not exhibit the specified TD characteristics.,no,no indication,2698,27,65,77,prof_it,2026-04-28T18:33:49.484Z
requests#e8d02ea0bbc05042e618a7ca115f4fca7b2deeb9,requests,e8d02ea0bbc05042e618a7ca115f4fca7b2deeb9,https://github.com/psf/requests/commit/e8d02ea0bbc05042e618a7ca115f4fca7b2deeb9,0,no,Changes improve type checking and add a test. No visible technical debt introduced.,no,no indication,9,1,2,2,prof_it,2026-04-28T18:33:49.484Z
requests#d181577f3e34ac4bda2458f7b28405a5ed034d87,requests,d181577f3e34ac4bda2458f7b28405a5ed034d87,https://github.com/psf/requests/commit/d181577f3e34ac4bda2458f7b28405a5ed034d87,1,yes,"Added 'TODO' comment in _prepare_conn method, indicating incomplete or temporary solution.",yes,"TODO in comment, SATD",147,27,6,31,prof_it,2026-04-28T18:33:49.484Z
keras#027f0776814de831341f9bcff3e9212e57713346,keras,027f0776814de831341f9bcff3e9212e57713346,https://github.com/keras-team/keras/commit/027f0776814de831341f9bcff3e9212e57713346,1,yes,"The TODO comment indicates a known suboptimal solution that needs future resolution, constituting self-admitted technical debt.",yes,"TODO in comment, SATD",12,7,1,1,prof_it,2026-04-28T18:33:49.484Z
